Patient168_T	Patient102_T_P	Patient169_T	Patient156_T	Patient48_T_M	Patient63_T_P	Patient155_T	Patient125_T_P	Patient135_T	Patient148_T	Patient15_T_M	Patient152_T	Patient21_T_M	Patient133_T	Patient163_T	Patient8_T_M	Patient4_T_M	Patient99_T_P	Patient105_T_P	Patient165_T	Patient38_T_M	Patient126_T_P	Patient10_T_M	Patient22_T_M	Patient16_T_M	Patient72_T_P	Patient6_T_M	Patient23_T_M	Patient134_T	Patient83_T_P	Patient121_T_P	Patient18_T_M	Patient132_T	Patient77_T_P	Patient131_T	Patient9_T_M	Patient79_T_P	Patient141_T	Patient34_T_M	Patient187_T	Patient146_T	Patient116_T_P	Patient82_T_P	Patient94_T_P	Patient166_T	Patient170_T	Patient173_T	Patient7_T_M	Patient11_T_M	Patient151_T	Patient31_T_M	Patient67_T_P	Patient36_T_M	Patient17_T_M	Patient154_T	Patient87_T_P	Patient1_T_M	Patient100_T_P	Patient153_T	Patient75_T_P	Patient61_T_P	Patient35_T_M	Patient32_T_M	Patient25_T_M	Patient98_T_P	Patient117_T_P	Patient14_T_M	Patient58_T_M	Patient108_T_P	Patient147_T	Patient24_T_M	Patient47_T_M	Patient179_T	Patient45_T_M	Patient140_T	Patient112_T_P	Patient96_T_P	Patient62_T_P	Patient144_T	Patient188_T	Patient130_T_P	Patient27_T_M	Patient162_T	Patient142_T	Patient127_T_P	Patient33_T_M	Patient20_T_M	Patient30_T_M	Patient13_T_M	Patient78_T_P	Patient44_T_M	Patient172_T	Patient40_T_M	Patient42_T_M	Patient73_T_P	Patient86_T_P	Patient137_T	Patient37_T_M	Patient159_T	Patient158_T	Patient145_T	Patient167_T	Patient106_T_P
LINC00518	2.85399564717639	0.831877241191674	2.10433665981474	2.22650852980868	3.00539998774259	2.44095219802964	1.93734439215023	0.298658315564514	3.58976348698498	2.57773093149008	0.555816155061639	2.38128337250378	3.39780296186249	2.97452931248388	0	3.08236196955747	2.6959938131099	3.80529245560071	4.05484847699562	2.92599941855622	3.26303440583379	2.16349873228288	3.16671544496642	3.70708299177171	2.29278174922785	2.55090066464752	0.286881147788162	1.51096191927738	3.85299758761332	2.60407132366886	2.49569516262407	2.77399632511117	0.933572638261024	2.72027846523333	2.09423606984577	4.33413917883824	0.985500430304886	1.53605290024021	0	3.11769504266975	1.20789285164133	1.8073549220576	2.17632277264046	2.43028527297778	3.03386345186628	2.78659636189081	1.88362081628567	2.74200621086674	3.62760683812965	2.08406426478847	2.64154602908752	4.21334728173344	4.58014548442338	0.367371065648528	2.114367024952	2.9429835981871	3.16671544496642	0.0565835283663675	2.47767732756531	0.948600847493355	5.01390884549064	0.831877241191674	5.01925711868108	3.33199177823206	3.50589092972996	3.05137210172103	2.85798099512757	1.39506279951758	1.70929063572336	4.98276546258365	0	1.43829285157915	3.35614381022528	0.941106310946432	3.05484847699562	2.13422093976063	0.970853654340484	0.189033824390017	2.4276061727819	1.76977173924945	2.87578006306849	2.43295940727611	1.27500704749987	4.82578562746479	0.485426827170242	0	0.0976107966264208	1.53106949272595	0.613531652917926	0.903038270112912	0	1.34482849699744	2.54843662469604	1.65535182861255	3.94204525991605	0.201633861169649	0	0.0840642647884746	2.6959938131099	0.847996906554951	3.5933537709803	2.799087306074	1.58496250072116
LOC100126784	1.22650852980868	2.19534759832222	1.20789285164133	3.00180224263399	2.72900887033786	1.4541758931858	1.25701061820602	0.201633861169649	0.815575428862573	2.65535182861255	2.54596836910529	5.45055144330648	2.95046841415012	2.86195536414487	1.41142624572646	2.07382023329167	2.93922657772821	1.97819562968165	0	1.88362081628567	0.659924558402379	1.35614381022527	1.05658352836637	1.16349873228288	2.13093086982645	2.08406426478847	2.29865831556452	1.85996954822103	0.765534746362978	1.13750352374994	3.94110631094643	2.28688114778816	2.26303440583379	1.88752527074159	1.83592407425438	1.92599941855622	4.04788732939655	2.27500704749987	0.238786859587117	2.47767732756531	2.3305584000308	2.45680614923047	0.879705766282289	1.54596836910529	1.9560566524124	2.06695024392463	2.0071955014042	1.70487196445635	1.49569516262407	2.33342373372519	2.48284828306847	0.0426443374084922	2.82374936030827	1.78659636189081	2.07382023329167	0.0565835283663675	1.07724299893246	0.650764559116902	3.1407786557828	2.9429835981871	3.35049724708413	2.8972404255748	1.16992500144231	1.06350294230616	1.35049724708413	1.71808758396052	1.61823865559546	0	0.286881147788162	1.72683121703249	2.27500704749987	1.20789285164133	0	4.31831684133498	2.58976348698498	2.58736499093646	2.09423606984577	1.30451104180995	0	0.0976107966264208	3.47767732756531	2.06695024392463	1.87970576628229	1.55581615506164	2.78240856492737	1.15055967657538	2.60880924267552	1.52105073690096	0.400537929583729	1.98185265328974	2.28983446517751	0.495695162624068	1.44890095114513	1.14404636961671	0.333423733725192	0.722466024471091	0.321928094887361	0.356143810225276	2.38404980679516	0.1243281350022	0.400537929583729	2.71808758396052	1.36737106564853
LOC100506190	0.0703893278913965	0.0426443374084922	0.0840642647884746	0.111031312388744	0	0.0565835283663675	0	0.0426443374084922	0	0.0285691521967709	0	0.0565835283663675	0	0.0703893278913965	0.176322772640462	0.189033824390017	0.1243281350022	0	0.0840642647884746	0.0285691521967709	0.0426443374084922	0.0285691521967709	0.111031312388744	0.0426443374084922	0	0.0840642647884746	0.0143552929770685	0.111031312388744	0.0285691521967709	0.0285691521967709	0.0976107966264208	0.333423733725192	0	0.0285691521967709	0	0.176322772640462	0.189033824390017	0.137503523749935	0.0976107966264208	0	0	0.15055967657538	0.0426443374084922	0.0565835283663675	0	0.0976107966264208	0.0703893278913965	0.111031312388744	0.263034405833794	0.0703893278913965	0.0703893278913965	0.0285691521967709	0.0143552929770685	0.111031312388744	0	0.0426443374084922	0	0.0840642647884746	0	0	0.650764559116902	0	0.214124805352848	0.238786859587117	0.176322772640462	0.137503523749935	0	0	0.0143552929770685	0.0976107966264208	0.0703893278913965	0.1243281350022	0	0	0.0703893278913965	0	0.0565835283663675	0.0285691521967709	0	0.0285691521967709	0	0	0.0703893278913965	0.1243281350022	0.286881147788162	0.137503523749935	0.0426443374084922	0.0565835283663675	0.0565835283663675	0.189033824390017	0	0.0143552929770685	0	0	0.0426443374084922	0.0426443374084922	0.15055967657538	0	0.0703893278913965	0	0	0	0.0703893278913965
LOC100506714	0	0	0	0	0	0.0426443374084922	0	0	0	0	0	0.0840642647884746	0.0840642647884746	0	0	0	0	0	0	0.111031312388744	0	0.0426443374084922	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0.0703893278913965	0	0	0	0	0.0565835283663675	0.0565835283663675	0	0	0	0.0565835283663675	0	0.15055967657538	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.1243281350022	0	0	0.0426443374084922	0.111031312388744	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.176322772640462	0.0703893278913965	0	0	0.137503523749935	0	0	0	0.0840642647884746	0	0	0	0.0565835283663675	0	0	0	0	0
LOC100507463	0.622930350920177	2.60407132366886	1.48026512205446	1.87578006306849	2.11769504266975	1.21412480535285	2.94485844580754	4.91121220155861	1.35049724708413	1.22032995487956	1.18903382439002	2.02856915219677	1.6915341649192	3.799087306074	2.86789646399265	1.88752527074159	0.871843648509318	2.28983446517751	2.27202318906105	1.42223300068305	1.48026512205446	3.81249822533356	2.36457243229586	0.545968369105293	1.19534759832222	2.93545974780529	2.05658352836637	1.39506279951758	4.19219416528334	1.24488705912353	3.43429461795993	1.46988597627446	4.80271021929134	2.6915341649192	3.5957423394744	1.38956681176273	4.43362716708478	0.389566811762725	1.54101915313356	3.03738222200308	2.47767732756531	2.0703893278914	0.495695162624068	3.04788732939655	1.98550043030489	3.22032995487956	3.89336221076387	3.39369076418745	2.1243281350022	1.44890095114513	2.28392177230762	0	2.21723071622067	3.70487196445635	2.34198574722862	2.75060650483559	1.28688114778816	4.30815697511476	5.96162332828694	5.34340782229781	2.71369581484336	4.0496307677246	3.29130885982897	2.52857131887076	3.19692173382033	3.68144926531496	1.94110631094643	2.1407786557828	3.62175885670973	1.62293035092018	3.73984810269933	1.84398384404833	0.748461233004036	3.98458935036246	2.59931779369823	4.34411833452143	1.84799690655495	3.01970191444255	0	1.43295940727611	2.73552217729654	2.37295209791183	4.28392177230762	3.23266075679027	2.8972404255748	3.41278152533848	3.29425313644451	2.52857131887076	0.925999418556224	3.52732060787705	3.41818994794577	3.80632405739003	1.14404636961671	2.92029330021101	2.73335434061383	4.63749432520631	5.19455988602261	3.12928301694497	2.09761079662642	1.25701061820602	2.15055967657538	3.74092756031863	3.23112515787905
LPL	4.65706830120158	3.16832111573972	1.33342373372519	3.57893871309339	0.782408564927374	6.95547555318157	3.09761079662642	1.55581615506164	2.611172380044	3.58976348698498	2.08065766334522	2.83794324189103	1.77399632511117	3.50842865253186	3.74846123300404	1.76977173924945	1.41683974191283	4.06004738366994	0.214124805352848	3.68257329734758	2.77188557851537	1.64616265715789	4.39094277280254	3.16671544496642	3.83995958748953	2.43562859405209	7.03946743827853	2.07724299893246	1.98913900736823	1.15704371014558	3.45811948117451	5.3885339790918	4.13422093976063	3.77082904603249	2.82374936030827	2.11103131238874	4.09845324630927	1.11103131238874	4.87578006306849	5.35508676166836	5.2637856138908	5.65963918701565	2.16671544496642	2.28688114778816	2.09085343045111	3.61706334388818	2.59693514238723	3.73552217729654	1.77820857639809	6.01858966780594	3.31324585178756	2.70265754339091	3.50462039240355	1.83592407425438	5.75381844317354	2.86591881455221	1.67355642399015	4.59693514238723	3.55336050333533	1.10433665981474	4.98777561614291	1.87578006306849	2.06004738366994	3.34056226902641	2.82578562746479	4.89869207256049	6.06931549454008	3.21101219348551	2.67129337248158	1.81147103052984	5.14526985665051	1.91073266190291	0.367371065648528	2.44625622988956	2.01792190799726	2.96532254836725	0.831877241191674	1.53106949272595	4.40053792958373	4.40803246613065	5.10055722078293	0.992768430768924	1.50589092972996	4.32409051603798	2.09085343045111	6.01077983875324	3.71699089440494	0.918386234446348	1.23878685958712	3.4032677223393	1.11103131238874	2.58014548442338	6.87381319835909	4.08491465976794	1.88752527074159	3.66448284036468	2.54349588342577	1.29865831556451	2.45154083301783	4.42088657497553	3.07553263116736	3.47638168756723	5.04264433740849
LRPAP1	4.71149490665009	5.08065766334522	2.46205231879643	4.66902676550963	2.799087306074	2.43829285157915	4.06608919045777	3.15704371014558	2.91073266190291	2.87578006306849	1.49569516262407	5.07424852334703	4.1243281350022	3.18586654531133	2.21723071622067	3.82273014794452	2.72465027173297	4.01435529297707	1.37295209791183	3.79597469420667	1.82374936030827	3.51096191927738	3.71699089440494	3.25550073314839	5.10517519226548	3.92694824794977	1.56559717585422	3.53605290024021	2.79493566280354	3.32481060342048	3.50080205305716	3.605257262939	3.30451104180995	3.790772037862	2.52356195605701	3.00539998774259	3.32912359629157	4.68537955195908	2.48542682717024	4.62819033461521	3.96254902292306	3.71039319217052	4.01970191444255	2.43829285157915	3.22496636500027	3.31469652565629	3.79285535236249	2.49569516262407	3.99819550315325	2.9126498648972	3.24184018356467	1.30451104180995	1.6915341649192	4.38887833881199	3.25247621413522	3.29719141656586	1.99638874644762	3.23878685958712	4.44956137461324	4.34340782229781	3.23572705983806	4.25171909260596	2.78868571061353	3.10097764772482	2.62527048937469	3.8972404255748	2.96347412397489	3.64500988439109	0.137503523749935	2.33913738491959	5.59663703410207	1.6915341649192	5.03913839390696	4.54101915313356	3.17632277264046	3.76977173924945	3.0703893278914	3.07210580048042	5.61911951145322	2.31324585178756	4.99954908734095	1.95233356636969	5.49153246180432	4.07980475463526	4.20945336562895	2.49313492230551	2.71808758396052	0.978195629681651	2.73768676140986	3.46597446450407	3.97911075501579	3.78031009904338	2.94673086014031	4.62351574149055	4.29130885982897	2.75915583380027	3.36597242759338	1.89530262133331	3.30158764660319	3.04264433740849	3.61588707391606	3.55581615506164	5.96670731415032
LSM4	3.72465027173297	3.71479501111816	4.57349571549561	3.4262647547021	3.6667565918848	3.4594316186373	4.18824265626441	3.605257262939	4.76871365703049	3.31759350462347	3.13422093976063	4.42894634476948	4.75808993420181	4.27947129564447	3.70818723602071	3.37016428054021	3.52481592835751	4.59275601044103	3.05831649559082	4.29130885982897	3.83794324189103	3.63807383718072	5.2349610948395	4.86046625851717	4.40258575823259	4.09676785471469	3.67129337248158	4.36317107711924	3.58255600301406	3.38818953715608	4.16349873228288	4.0746766862945	3.10265813136374	4.22342254993494	3.82883464946806	4.39369076418745	4.12018602753186	3.41953889151378	3.8011586560937	3.37989816352469	4.09339115325301	3.40190347160796	3.43962313755712	4.92076967302065	3.4276061727819	3.99729240763651	4.40394936423287	3.91073266190291	4.05398016818765	3.55704241526372	4.18903382439002	2.97085365434048	2.69821847822441	3.50462039240355	2.97636363573276	3.88264304936184	3.07895134139482	3.96809075204526	3.79285535236249	4.63749432520631	2.79493566280354	3.96809075204526	3.70487196445635	3.83794324189103	3.39369076418745	4.2149019101607	3.76553474636298	3.27798474729977	3.29865831556452	3.67694435910691	3.54596836910529	4.03033607837096	3.94016675048282	4.66277517193778	3.38266725274504	4.00898878322725	2.799087306074	4.19377174339668	4.81198471935167	3.88655014732434	4.268284666521	3.27500704749987	3.28243980500639	3.45285896471381	4.08065766334523	3.26753579806873	3.35191096110308	1.94860084749336	4.35614381022528	4.34269695998193	2.58255600301406	3.32624970083746	3.66220549965362	4.03913839390696	4.61765111942733	3.28095631383106	3.54349588342577	3.08406426478847	3.85299758761332	4.51412226017071	3.78345665436024	4.10517519226548	4.36176835941915
LSM7	4.88557436437143	4.66845955691538	5.58195375084882	5.42559357765306	5.06738057801906	5.35895882583233	6.00202736474428	5.91767043436176	4.54596836910529	5.02059109477325	4.58556349845569	6.0232553523003	5.91001305342134	4.63517394667492	5.8499992594661	5.33413917883824	5.69766263347052	4.55213110825378	4.73822740036724	6.01055607837421	4.77241355474848	5.50557340028202	6.3328869169596	5.62263756653746	4.70210340662939	5.1122831085982	5.52387555132852	5.67299099382775	4.93073733756289	5.46630082917934	5.18665901720211	5.75221336786514	5.11186596386756	5.32840565895857	0	5.33592624092836	5.20320115631661	4.84699468696557	4.23802251782572	5.81198471935167	6.31451527117513	4.90110824301451	5.39574832817903	5.99480597608493	5.6724253419715	5.14036967065153	5.63981097771678	4.87823487911234	5.56985560833095	5.39300425689832	5.89481776330794	4.44890095114513	4.29645740737124	4.9676297534662	4.86443379636562	4.56620629346551	4.4937754084607	5.28243980500639	5.68622036502273	6.14220919138924	4.92884403671257	5.467605550083	5.06004738366994	4.79493566280354	5.03386345186628	4.90255600534463	4.97865326490861	5.21645486514476	2.65992455840238	5.45285896471381	5.36667191611176	5.16108148227718	5.03077747199254	5.5668151540109	4.16992500144231	5.65592421308382	4.41886457739032	5.74496834824888	5.90159099190337	6.01658546043445	3.45154083301783	4.21800615028443	5.1168637576909	4.01346225980656	5.32984117653063	4.6564963705535	5.47994190147713	3.07553263116736	5.77557736093065	5.93922657772821	0	5.34695688937888	4.96116025813664	5.45877569908024	5.31867837373655	4.96855160336395	5.114367024952	4.72574115650395	5.41244282477561	6.62483200245346	5.01703108052784	5.96254902292306	5.76738996206572
LY6E	7.53869335053265	7.91874400135231	6.01636259876089	7.71637363997476	7.87258254483322	5.56071495447448	9.13911643196077	6.60570173894998	6.15116879418666	4.54039930563062	4.78293270482084	7.021590768014	5.47767732756531	6.43546191447928	5.67412163263239	7.84423498775875	7.82597638024158	6.66888498426625	4.33127526714661	6.90917305628501	6.4007086930379	8.21810305024355	8.18095342214232	3.10265813136374	8.79500062419405	8.92638495576123	7.47256900200475	5.84774641692139	6.77425995143276	4.76659516172927	6.79636413813963	5.74389191093657	7.02989454966334	8.05587891538978	3.39643353125099	4.86839045305445	5.70043971814109	8.98119621469091	5.18705508996806	6.98230913012977	5.22265002245148	7.12205144771389	7.98333567524705	6.82629424549963	5.65391987311942	4.88801258540283	7.5298209465287	6.6724253419715	7.22013644739608	4.58014548442338	7.37138461355796	5.99503219247754	6.78188423454149	8.29222959190495	5.08108392868763	6.10160805850212	6.44493204894218	6.762880292917	5.8008998999203	7.84830995744929	7.39694722007283	8.56711948795167	6.29333369530646	7.02181282358484	6.85574059171503	7.19603649395155	6.31705076399099	6.57470704641555	3.39094277280254	4.88410945135923	8.34522780982173	2.20476675065461	4.32264926213102	7.25512301484779	6.60362634498619	8.03694284479826	7.02125762056052	6.16007309819972	6.75702324650746	3.95977015521147	7.30879406721648	5.52888382727464	6.62175885670973	3.01077983875324	6.24031432933371	5.31759350462347	6.28021399581062	6.91802837879751	5.661350569234	8.31578357458946	6.68594014844598	6.9136075118231	5.11103131238874	6.79194427242006	8.49357528708034	7.45392906064805	7.50977500432694	5.61823865559545	6.12763327972587	4.02680005934372	7.74375729978267	5.69877410890368	6.85474373899554
LY96	5.66732447027863	6.35349973524566	6.15502057835857	7.55650605467193	7.54202583767195	5.38474058729238	5.50969584193339	6.14954390870909	7.98225207842276	7.11322124347957	7.35455794681454	2.37295209791183	3.32048467801769	4.89627184880738	4.08746284125034	8.18447867118709	4.96532254836725	6.67030217007853	1.61823865559546	7.02680005934372	4.44228003525258	4.93687346182423	4.47183776242229	5.36246988875021	5.07510472220949	6.35032043538701	5.70099449416827	5.22881869049588	5.68425770505893	4.88801258540283	3.25550073314839	6.7599547420113	5.7967534769737	5.71011763204345	6.97693638378145	3.78972925137577	6.45680614923047	8.8435442373288	4.20867331962947	8.24674059849314	6.15825622881134	5.39128655811118	6.30979464387458	5.24107745817504	6.91564040334394	5.49601487343776	8.31242920625061	6.18169891109611	4.33127526714661	7.05961485629722	3.31469652565629	6.9429835981871	6.55166981487147	6.01881218574282	7.0703893278914	5.51191074867093	7.75882282476413	5.7457751494858	3.55704241526372	2.93168305705981	4.16751850373522	4.84899843040002	4.55826763405574	5.41852730210161	7.74738739965272	7.38646609286931	6.51238492946103	3.16992500144231	7.39651915875738	2.46466826700344	2.38681094647222	6.29535569289167	5.65449282588346	5.07980475463526	6.65277328451078	4.09592441999854	5.8592241619782	4.83035674741922	7.19908336951041	3.63459326844576	5.60258752734256	5.32768736417605	5.56132613645392	6.35244074691265	5.32804655627074	6.73741636593706	4.86888427302877	7.44733123269238	3.26453643099903	6.48655349262453	3.611172380044	6.23208509872283	3.44228003525258	3.41818994794577	6.43796008833447	6.20320115631661	6.9130090569919	6.43095427138573	4.74416109557041	3.84297883178833	7.22766407255439	6.43729433149714	7.76520320665317
LYPLA1	5.25889575507544	5.76659516172927	5.55151601762801	4.7076352195453	6.35120427725799	6.7935057716697	4.5216789516032	4.22881869049588	5.97108365753601	5.268284666521	5.02591469875079	7.76838284713225	4.61882595258744	5.13873256972024	5.07809742302666	5.10349763970334	4.77452352959023	4.22419466397043	5.13051908302734	5.29755828116819	5.58466190794147	4.8801957289431	6.29443695437696	5.30414594120295	6.21645486514476	5.67270819562222	5.48413813120167	4.67694435910691	5.18070484019556	5.13750352374993	4.2364926183813	4.77399632511117	4.65878273401283	4.96208624985064	5.99254185910911	4.55336050333533	4.37295209791183	5.82017896241519	4.01792190799726	5.53449743373817	4.56864019541922	5.41312014640349	6.15724586737157	5.69125497865014	4.82222027162153	4.33699741660501	6.14139191617073	5.30158764660319	5.08193608171943	4.98732086592925	4.99276843076892	6.0232553523003	6.13381009110603	4.5197934862411	4.90352037372338	4.58556349845569	5.4326254114323	3.89530262133331	3.799087306074	2.38404980679516	4.54596836910529	5.74038793246835	6.01925711868108	5.06522762277562	5.48767927890162	4.20867331962947	5.39025495632187	4.46532151358055	1.62293035092018	4.97452931248388	4.25776496857139	5.00225245173138	3.80322703643493	3.94673086014031	4.87332106291482	4.12184429787638	3.54225804976692	4.34482849699744	5.88752527074159	4.54905302933729	4.85149920246126	5.18507363787676	4.2349610948395	5.01435529297707	3.6564963705535	4.59931779369823	4.95698592461258	5.62351574149055	4.59693514238723	4.30158764660319	2.43829285157915	5.09127669436522	5.36667191611176	4.47378691161437	5.93640237772506	4.3212065669699	4.41818994794577	4.26753579806874	5.22689381357139	5.34198574722862	5.36876834909033	4.00539998774259	5.98572811041913
LYRM9	0.823749360308272	1.18903382439002	1.63226821549951	0.704871964456352	0.887525270741587	0.659924558402379	1.08406426478848	0.948600847493355	1.37851162325373	2.0036022366802	1.0071955014042	0.748461233004036	0.956056652412404	0.925999418556224	1.71808758396052	0.963474123974886	0.526068811667588	0.356143810225276	0.310340120612151	0.475084882948782	0.815575428862573	0.765534746362978	0.604071323668861	1.43829285157915	1.74846123300404	2.49825086752783	0.839959587489531	0.632268215499512	0.584962500721157	1.16349873228288	0.918386234446348	2.01792190799726	0.454175893185801	0.687060688339892	0	0.66902676550963	1.20163386116965	0.66902676550963	1.25096157353322	2.62058641045188	1.13093086982645	1.61353165291793	1.58496250072116	1.52105073690096	1.76128527336162	0.948600847493355	1	0.333423733725192	0.992768430768924	1.73984810269933	0.704871964456352	0.0565835283663675	0.782408564927374	0.632268215499512	1.66902676550963	0.584962500721157	0.739848102699327	0.34482849699744	0	0.66902676550963	0	1.67355642399015	0.622930350920177	1.53106949272595	0.400537929583729	1.09085343045111	1.87184364850932	0	0	1.26903314645524	0.37851162325373	0.85598969730848	1.08406426478848	0.37851162325373	1.09761079662642	1.02856915219677	0.613531652917926	0.400537929583729	1.27500704749987	0.356143810225276	0.422233000683048	1.23878685958712	0.622930350920177	0.575312330687436	0.555816155061639	1.22650852980868	0.555816155061639	0.903038270112912	0.475084882948782	0.632268215499512	0	0.782408564927374	0.807354922057604	0.584962500721157	0.454175893185801	0.757023246507459	0.0703893278913965	0.485426827170242	0.632268215499512	0.275007047499869	0.226508529808679	0.584962500721157	1.35614381022527
MAGEA4	2.10768786931437	6.68130869971433	0.0565835283663675	0.275007047499869	0	2.43829285157915	0	0	0	0.367371065648528	3.92789645372882	0	0.0703893278913965	0	0	0.0285691521967709	0	5.66163560233596	0	0.333423733725192	0.0565835283663675	0	0.0426443374084922	0	0	0	0	0	0.250961573533218	1.47508488294878	0	0	2.6667565918848	0.111031312388744	0	0	5.64472154721798	0	0	4.09761079662642	6.6435676219088	0.613531652917926	1.10433665981474	0.918386234446348	0	0	4.98959318493877	0	3.82883464946806	4.98139603197215	0	0.475084882948782	0.201633861169649	0	1.16992500144231	0	0.0143552929770685	0	0	6.97142859359047	2.52606881166759	0	0	0.0426443374084922	0	0	0.310340120612151	0	0	0.356143810225276	0	4.88117515534928	0	0	0	0	0.0565835283663675	0	0	6.54241283706827	0	0	0	0	3.66789212523023	0.0426443374084922	0	0.400537929583729	0	2.4905701304462	3.76128527336162	0.0426443374084922	0	0	4.72683121703249	0.0565835283663675	0	0	0.176322772640462	0.632268215499512	0	1.31614574229336	0.0426443374084922
MAGEC1	2.81966818349646	8.60596095339866	3.23266075679027	4.07210580048042	0.0426443374084922	8.00982861736811	6.34287470840092	0.250961573533218	6.90026304356897	0.839959587489531	0.0976107966264208	0	0.201633861169649	0.505890929729958	7.10045209490094	0.584962500721157	1.02856915219677	6.22997238511225	1.29278174922785	7.57198012018773	0.584962500721157	4.56437816856506	1.1243281350022	3.07895134139482	0.214124805352848	3.5765221379205	0.263034405833794	1.22032995487956	0.0840642647884746	6.48365457328164	0.111031312388744	2.56559717585422	0.37851162325373	4.01167453338092	5.98230913012977	0	6.61264737765832	0.16349873228288	0.454175893185801	7.89681675325047	8.81211311298331	3.65764000520782	8.00971666772571	6.17272751801285	0.933572638261024	6.19515071056471	7.56879217804153	0.0703893278913965	4.2364926183813	7.6160341601211	6.51412226017071	4.3305584000308	0.722466024471091	3.5033487351675	3.74738739965272	0	0.0565835283663675	0.0426443374084922	0.201633861169649	1.67807190511264	6.82527683005487	0.111031312388744	0	0.400537929583729	0.0285691521967709	0.0143552929770685	6.44575980445338	0	1.01435529297707	1.76128527336162	8.50910198548469	8.79487069848783	0	1.29865831556451	1.52105073690096	0.111031312388744	5.95768248616512	0.0840642647884746	6.34180788924394	7.16289479937478	1.68706068833989	2.97452931248388	0.214124805352848	0.137503523749935	3.68594014844598	1.13750352374994	0.34482849699744	7.75988818322184	0.0703893278913965	6.47394922190771	6.29278174922785	0.722466024471091	0.584962500721157	1.51601514700366	1.96347412397489	0.176322772640462	0	1.62293035092018	6.5528996029403	0.0976107966264208	4.61176256006487	1.74846123300404	2.0496307677246
MAGEC2	0.71369581484336	0.659924558402379	4.19692173382033	4.04001567884788	0	0.887525270741587	4.68425770505893	1.40599235967584	4.82425869660337	0	0.16349873228288	0	0	0.0426443374084922	5.36071542539293	0.111031312388744	0.0285691521967709	5.28318097894557	2.35895882583233	0.189033824390017	0.137503523749935	5.1197711619529	0	4.63401235640212	0	0	0	5.15987133677839	3.06522762277562	2.03210084316702	0	0.226508529808679	0	3.08576455377831	4.15623479785027	0	1.06350294230616	0	0.201633861169649	5.22342254993494	5.31578357458946	2.33342373372519	0.903038270112912	4.62351574149055	0.622930350920177	4.77135740899056	5.24640808724638	0	3.06695024392463	2.41413553298445	0.0703893278913965	3.39506279951758	0.286881147788162	3.48026512205446	4.61529857909211	0	0	0	0	0	1.23266075679027	0.238786859587117	0	0	0	0	3.37851162325373	0	0	0.310340120612151	5.94110631094643	4.66959375118833	1.02147972741045	0.807354922057604	0.1243281350022	0	0.333423733725192	2.17951105027151	4.54596836910529	4.62702310555406	0.505890929729958	1.50080205305716	0	0	1.73984810269933	0.0426443374084922	5.10936055940423	4.17312743348066	0.0976107966264208	0.16349873228288	0	0.16349873228288	0.650764559116902	4.47183776242229	0.37851162325373	0	0	3.48026512205446	0.0976107966264208	0	2.98002530023873	2.12101540096137	0.238786859587117
MALAT1	13.321675882987	14.081304504851	11.7216289912526	12.7048525165693	12.5556843658737	13.1030517117242	11.7114088654966	12.9556589879067	12.7519080342524	12.8044799530355	14.8616588289578	12.9355812932783	12.9071516847564	14.2654787985413	12.6585484590984	12.8158195610305	14.5344007693485	12.6714747242128	13.9877365416758	12.4060534985372	11.7250381416786	12.4697562719321	12.5538212565327	13.5237077373376	13.4028695051165	13.7776282714677	13.6804364476153	12.2576883728554	13.41333967853	12.3864930375257	13.3945323624509	12.7928167244923	11.9515797815036	12.7212572953174	13.9515925299322	11.3717276463158	13.1895666911527	14.3480939315677	13.3033655141222	11.9852940641602	12.1581457549863	13.7503406140673	14.5800630224252	12.2813099404238	11.6539691201856	11.4328028563519	13.0201292062045	13.7799050142735	14.1899967023948	13.6831119514511	11.3110557459842	13.5800229677539	13.5808462211704	12.7243390479182	13.8999044388617	12.2413963026022	10.403896122556	13.1258509269333	11.8644570115342	12.450765353257	14.3735347079441	13.2835181449644	14.4251922953692	12.6317431978621	12.992389611288	12.9880650894583	14.8369340113211	12.3436298949591	12.6419275508109	12.2983432872567	12.1764318633514	13.4946581127162	12.6938288601007	13.8045394445542	12.6444218858139	13.7082120286792	10.8055181815321	12.1620041662316	13.9739000180832	10.9849524277324	13.1807405764865	13.7007268847108	13.3683236576276	13.755333057474	13.3719018539457	14.0704027457516	12.3104139714009	15.4159915911284	12.9808304060008	11.6327089918428	13.8082885073402	12.373028251679	12.9495513470814	12.3143906455084	13.2144542153368	13.4528705445184	13.1735522222343	12.3702732808229	12.5085598780916	12.220940542689	13.4344588261134	11.3313144605462	12.0712578768818
